Symbol	FC	qval	mean_expr_HA	mean_expr_HC
ABHD18	Inf	4.87807834884389e-16	0.645341759854924	0
ABHD3	0.00925257828588616	9.83057121058955e-05	0.483013199249432	0.47283152073217
ABHD5	Inf	3.46200366504572e-10	0.144001385871273	0
ABI1	Inf	2.00356748736037e-103	2.71199889194023	0
ABI2	Inf	3.35622532072147e-07	0.120003414427396	0
ABI3	Inf	2.1209804909438e-13	0.359442065586748	0
ABLIM1	Inf	3.08814614230941e-14	0.240002110290159	0
ABR	-0.558980404902873	1.04173704681057e-12	0.408002453836274	1.47789363924333
ABRACL	Inf	8.20883527920568e-87	2.99387968540762	0
ABRAXAS2	Inf	5.64606063847319e-17	0.502696677919001	0
ABT1	-0.777666078980733	6.83509328901245e-20	0.136013300877268	0.81516863203497
ABT1P1	Inf	0.00254574605083031	0.0319993846204265	0
ABTB1	Inf	5.45265993436324e-06	0.415691878401234	0
ACAA1	-0.715051045795033	1.0547058190382e-11	0.144021720130488	0.747272567331537
ACAA2	-0.363820153412053	8.67356286091797e-06	0.840016616778616	1.94136873210277
ACACA	-0.144276641333844	0.0477703685632987	0.150098108293302	0.209243444261897
ACAD10	Inf	5.93878371932082e-06	0.0720009437209745	0
ACAD8	Inf	2.43494470898208e-05	0.240385730843191	0
ACADM	-0.169761069809519	0.000209927716644236	0.912759000301971	1.34932694768935
ACADS	0.161073632923695	0.00221121060468372	0.944590143622864	0.651883181840488
ACADVL	-0.367923282597303	1.10551993787025e-07	0.59163067435872	1.38030151745537
ACAP1	Inf	2.09217476046914e-25	1.13872930482376	0
ACAP2	-0.244766928582602	5.94878989324607e-11	2.05385153325049	3.60857698675752
ACAP3	Inf	1.44688206773911e-06	0.0880047910148942	0
ACAT2	-0.175092646017265	0.00223742515491146	0.808007561505006	1.2092276553037
ACBD3	0.0412331549618168	1.19825957183766e-05	1.75687959997018	1.59775006941124
ACBD3-AS1	Inf	1.57275891500275e-05	0.127999746057818	0
ACBD4	Inf	0.027830177444396	0.0319993846204265	0
ACBD5	-0.284388141622353	3.03134864622291e-09	0.623997546536566	1.20107747897687
ACCS	-Inf	0.0434125539513187	0	0.0434789782326293
ACE	Inf	9.73517461798236e-19	0.342257761668518	0
ACER3	Inf	6.56782774385157e-13	0.200005175743277	0
ACIN1	Inf	5.66715667886962e-84	2.11202238900441	0
ACOT13	Inf	2.11875585385113e-63	1.98069961557527	0
ACOT2	Inf	1.9366896090719e-10	0.144001385871288	0
ACOT8	Inf	5.35909505686998e-09	0.192005917651277	0
ACOT9	Inf	6.07782789832179e-34	0.7280158853222	0
ACOX1	-0.0413203678631923	0.00299292685945397	0.775702164384037	0.853130308528655
ACOX3	-Inf	0.00669609837540849	0	0.207130497364284
ACP1	-0.10245122167996	0.000227586237114853	2.33165157272842	2.9519899485601
ACP5	-0.387745698369466	1.6603185919566e-25	4.10282238709635	10.0190931634892
ACSF3	0.496951883428831	2.66420070510894e-05	0.60585168155336	0.192936517028446
ACSL3	0.233024445452674	0.00103993385204395	1.26399305150439	0.739128997879272
ACSL5	0.558975364705993	0.0128849361172826	1.64378206529494	0.453804578261949
ACSM3	-0.873437461751069	0.00488525596935514	0.00800093704807016	0.0597830840140193
ACSM5	Inf	0.00254574605083031	0.0319993846204265	0
ACSS1	-0.805204862209289	6.91035120959651e-09	0.0400019974264176	0.255438608532844
ACTA2	-0.970403909906138	4.59273455802346e-08	0.0319993846204462	0.298913504561296
ACTBP11	-0.378087136440301	0.0377964848943172	0.192000205081226	0.458552250281818
ACTBP7	0.428862676321814	8.69260248842226e-05	0.248025838036282	0.0923919746952466
ACTG1	-0.359969856822877	5.4869688836076e-58	4.49596616626951	10.2989486119395
ACTG1P12	Inf	1.27926306708512e-06	0.0720009437209695	0
ACTG1P14	Inf	6.77085380350319e-06	0.316633498278962	0
ACTG1P19	-0.270215448726062	0.021144765556742	0.104001694475145	0.193756314016013
ACTG1P20	-0.261436569204496	0.00197431985019447	0.127999746057788	0.233692985707988
ACTG1P23	Inf	1.10285744991015e-13	0.248000354815195	0
ACTG2	-2.15452623778225	0.00190130031778136	0.00800093704806344	1.14200259599102
ACTN4	-0.0848272419612408	1.52202192177463e-10	0.974581162743744	1.18480057095103
ACTR10	Inf	1.27846267847452e-32	0.681732425773527	0
ACTR1A	Inf	1.32711495305314e-13	0.232001528312666	0
ACTR1B	Inf	2.59145273521206e-10	0.193742351886647	0
ACTR2	12.7758117899826	9.7636450793848e-159	8.288	1.38879438649595e-12
ACTR3	Inf	1.90105233934436e-118	3.8159984972439	0
ACTR3P2	-0.017853929723046	0.00450390901977447	0.385536301341631	0.401716070948882
ACTR5	Inf	5.87746732385933e-06	0.464281541689569	0
ACTR8	Inf	1.48938797689944e-11	0.336150743404756	0
ACVR2B-AS1	Inf	0.00657399852753804	0.0240041456370628	0
ACY1	-Inf	0.0301976032583848	0	0.0271748108677537
ACYP2	-0.0114441182273264	0.000147169416213553	0.786768790887407	0.807776552130883
ADA2	-0.344397089465961	1.36069787790096e-09	1.23200106303665	2.72275254105278
ADAL	-0.219538774795642	0.0100394010854718	0.334349068648959	0.554292359964916
ADAM10	0.166944959438192	0.0113252643900514	1.82397188557724	1.24186154888704
ADAM17	Inf	9.79550469527506e-64	2.01420327475492	0
ADAM19	0.452261551162462	0.0150357961567943	1.24720150513809	0.440225378095627
ADAM28	Inf	4.95874540732384e-30	0.594510142884171	0
ADAMTSL4	Inf	1.701537824083e-15	0.364937801673166	0
ADAMTSL4-AS1	0.167892707516851	0.0209771816153675	0.0799977290185853	0.0543481732122696
ADAP2	Inf	3.95767565457484e-45	1.31307745896737	0
ADAR	-0.337608403775078	1.32880452376032e-05	1.01598225237809	2.21052039060762
ADARB1	-Inf	0.000106159826952195	0	0.42453374538449
ADAT1	-1.08979817372236	0.000616955825413028	0.0480002101258165	0.590257225730731
ADD1	0.00999933008525478	0.00425556825496291	0.525562737312608	0.513600261095432
ADD2	0.468900763575906	0.0481048252810397	0.0639959724123803	0.0217396165168782
ADD3	-0.327913684588578	1.21215095698269e-09	0.848014773933422	1.80433470737877
ADD3-AS1	-0.247042692249301	0.0476873875404782	0.0400019974264075	0.0706519852860541
ADGRE5	Inf	3.21190966970998e-38	0.960006447847616	0
ADGRG1	-0.889114749060633	0.0444227254644369	0.0639959724123966	0.495755329376531
ADH5	-0.94046037646032	2.79012853544683e-10	0.168001460015529	1.46478347709488
ADI1	-0.148808515991937	8.67019204092509e-08	1.75163313850794	2.46746879389047
ADIPOR1	Inf	2.31449886365637e-44	1.15138008242299	0
ADIPOR2	Inf	5.87597230946824e-40	0.679997898904385	0
ADK	-0.190484208835484	0.000175824933145356	3.12796588838798	4.85005001415022
ADM	Inf	1.03085258358067e-56	1.46400993320735	0
ADNP2	Inf	3.35622532072147e-07	0.139608858330516	0
ADPRH	Inf	2.18213260635263e-09	0.120003414427392	0
ADRB2	Inf	7.22961642414959e-08	0.130497103214749	0
ADRM1	-0.00418494884816035	6.21217941866543e-07	1.10344283859362	1.11412723119414
ADSL	Inf	2.5880651203755e-10	0.175960962844608	0
ADSS	Inf	1.70540701401438e-13	0.715486760830201	0
ADTRP	0.520681025777453	0.000870449323207356	0.874177395813043	0.263583697980054
AEBP2	Inf	8.28819232321811e-23	0.525579747071998	0
AES	Inf	6.00988324446737e-42	1.32402208044163	0
AFAP1	Inf	2.68980369406143e-05	0.525598186520786	0
AFDN	Inf	7.35266175235609e-13	0.279999839056311	0
AFF1	Inf	1.90188577623271e-24	0.698941104070025	0
AFF3	Inf	1.49043963184635e-12	0.183996559152155	0
AFF4	Inf	1.14641876133033e-26	0.615988363010487	0
AFG3L1P	Inf	2.32469761095318e-08	0.144002469183566	0
AFG3L2	Inf	9.689035842428e-26	0.591741358878007	0
AFMID	Inf	5.91241275276079e-25	0.584017241693236	0
AFTPH	Inf	1.14275469386544e-54	1.45937287209164	0
AGA	Inf	3.82007760622049e-09	0.175999694207328	0
AGAP2	Inf	5.90194629063921e-12	0.359442065586909	0
AGAP3	Inf	2.47102358424979e-12	0.2887857679494	0
AGFG1	-0.0641413408506614	0.038991433079406	0.595626123741064	0.690422725983285
AGGF1	Inf	1.01126559514655e-39	0.991379009586533	0
AGK	Inf	9.52112198623677e-05	0.674619035987882	0
AGL	Inf	4.25887556547749e-07	0.150098108293139	0
AGMAT	Inf	3.46200366504572e-10	0.193742351886128	0
AGO1	Inf	2.5374581528954e-05	0.503398572668971	0
AGO2	Inf	1.41465694679039e-09	0.512045841461116	0
AGO3	0.123696159548995	0.0388786998757666	0.335998964078979	0.25272126040073
AGO4	0.239404910884637	0.0163765077063979	0.447995615174436	0.258148052134416
AGPAT2	-0.0661887216163112	0.000294317385281285	0.515842944377634	0.600767203858898
AGPAT5	Inf	5.37928679939149e-28	1.01486972099291	0
AGTRAP	Inf	1.69639471346068e-53	0.95982241073295	0
AHCTF1	0.400934137899972	0.000419159619638987	1.30657857743833	0.51904067783047
AHCY	Inf	2.20659973116924e-10	1.05516221408633	0
AHCYL1	Inf	1.20578524653599e-27	0.615984534451173	0
AHDC1	Inf	0.000710379492635142	0.0400019974264075	0
AHI1	Inf	2.1209804909438e-13	0.247994988780829	0
AHNAK	-0.142951219505414	0.029068517701794	1.88800853860131	2.62394769437176
AHR	Inf	4.49037493923944e-118	4.09954755069092	0
AHSA1	-0.346088267746616	7.57603201382065e-05	0.599995459317225	1.3311783062619
AHSA2	0.413664806207538	0.00362631794981437	0.874214408648485	0.337250928461306
AIF1	Inf	3.19977831368105e-155	46.1553716828228	0
AIFM1	Inf	1.98662396540024e-29	0.671993929841022	0
AIG1	Inf	0.000101814944410395	0.0639959724123926	0
AIMP1	Inf	1.52930288925772e-73	2.3154987772935	0
AIMP1P1	-0.59547110194401	0.0431656862338259	0.214544836157815	0.84525776277689
AIMP2	Inf	5.83828247535638e-14	0.731489016363327	0
AIP	Inf	1.2621989283177e-29	0.91979956243032	0
AK1	Inf	0.0338930752112308	0.0240041456370556	0
AK2	Inf	1.40299698520046e-40	2.08740273710023	0
AK3	Inf	3.39535921000043e-07	0.525557107211451	0
AK5	Inf	0.00254574605083031	0.0319993846204732	0
AK6	-0.212495087979659	0.00114076277101713	0.768002404561095	1.25273054764732
AK6P1	Inf	0.00253118089508809	0.04800021012586	0
AK6P2	0.974084926788454	0.0358267489977275	0.12799974605778	0.0135870189541307
AKAP1	Inf	0.00161494625366253	0.0319993846204265	0
AKAP10	Inf	3.12232966566287e-12	0.15998280098364	0
AKAP11	Inf	3.99402144532707e-37	0.719994326259645	0
AKAP13	Inf	8.05417628684874e-67	2.01774533502175	0
AKAP2	Inf	0.0338930752112308	0.0240041456370646	0
AKAP5	0.468959618425346	0.0323956125876509	0.112005744116326	0.0380435185756426
AKAP7	0.0244998321650191	0.000492319334234465	0.483013199249364	0.456519325222023
AKAP8L	Inf	5.33773396380921e-11	0.151988353698764	0
AKAP9	Inf	2.31521994695805e-119	4.30393912375321	0
AKIP1	Inf	8.3659697185279e-21	0.472003579672765	0
AKIRIN1	Inf	5.6487881918902e-52	1.11430423482279	0
AKIRIN2	Inf	1.35727203482357e-45	0.968008046262894	0
AKNA	Inf	1.15607983630985e-19	0.641462062347088	0
AKR1A1	-0.234341536124813	3.11742502770077e-07	1.92004186432062	3.2934587945789
AKR1B1	Inf	1.79825112596668e-26	0.874179206836006	0
AKR1C3	-1.8943876284389	0.00215086963181664	0.0240041456370624	1.88223515884501
AKR7A2	-0.456982923863208	1.08054999884483e-05	0.489613760462202	1.40228580855745
AKR7L	1.16791343682154	0.00253118089508809	0.0400019974264127	0.00271749179039477
AKT1	Inf	6.97598303423382e-25	0.536001987170706	0
AKT1S1	-0.574811567023358	0.00575378641583573	0.175960962844574	0.661040238987541
AKT2	Inf	1.56460159490539e-14	0.20000253629249	0
AKT3	Inf	2.74965874414518e-12	0.152004833073831	0
ALAD	Inf	7.02983123646653e-08	0.144001385871273	0
ALAS1	Inf	5.89463334803521e-45	3.63366572814214	0
ALCAM	Inf	2.7224637296382e-46	1.40799688001707	0
ALDH16A1	Inf	6.04180568641603e-27	0.56020902700352	0
ALDH1A1	Inf	1.22556899865339e-23	0.76385321344885	0
ALDH2	Inf	5.27896519339739e-57	1.20000709126626	0
ALDH3A2	Inf	2.13764164111003e-23	0.359953115144796	0
ALDH3B1	Inf	3.82139947248526e-22	0.39201204628684	0
ALDH6A1	Inf	9.33515922881715e-15	0.335998142701392	0
ALDH7A1	-Inf	5.07533887458908e-05	0	0.146738827654489
ALDH9A1	Inf	3.60490965764532e-24	0.827225137928771	0
ALDOA	Inf	1.67875768491575e-103	3.83203533658002	0
ALDOAP2	Inf	1.07641366314114e-09	0.300730368063816	0
ALDOC	Inf	0.027830177444396	0.273255047593845	0
ALG10B	Inf	8.40054822154036e-08	0.742345845309552	0
ALG11	-0.471803284479725	5.50481559366308e-06	0.231991500962949	0.68750420568604
ALG13	Inf	3.02294460911818e-50	1.08000899030921	0
ALG2	-0.211722730405762	0.040135835007891	0.576433502867175	0.938581403037941
ALG8	-0.400324637013928	1.42837770599946e-10	0.176632758189515	0.444013206441025
ALKBH2	Inf	0.00254574605083031	0.0319993846204265	0
ALKBH3	-0.959627040294336	0.000467794143333414	0.0480002101257983	0.437391338731272
ALKBH4	Inf	0.000197584942684712	0.0720009437209901	0
ALKBH5	Inf	9.74002200265231e-31	1.15504452932259	0
ALKBH6	-0.259008149027437	0.0189872975442971	0.231997158594166	0.421202378441868
ALKBH7	-0.139781515143238	3.99717000139929e-10	1.49405711523694	2.0613356547081
ALMS1	Inf	0.027830177444396	0.0240041456370656	0
ALOX12-AS1	0.715166222447083	0.0125699240782374	1.5090558618278	0.290762968602243
ALOX5	Inf	1.5107025073631e-15	0.312335803554218	0
ALOX5AP	Inf	1.04896553830392e-38	1.38386720241367	0
ALPK1	Inf	3.76809584330625e-36	0.687996135226995	0
ALS2	Inf	1.27926306708512e-06	0.0880047910148955	0
ALS2CR12	-1.06633791602613	1.3965047782077e-06	0.0240041456370616	0.279656017734822
AMBRA1	Inf	1.64514429285037e-10	0.144001385871288	0
AMD1	Inf	1.73022873293008e-76	1.96687691589344	0
AMDHD2	Inf	2.30095673981377e-10	0.563215076191632	0
AMFR	Inf	1.60724487925825e-49	1.11999992163675	0
AMMECR1L	-0.520337127446571	0.0216313991445777	0.0480002101257983	0.159067064326398
AMPD2	Inf	2.30095673981377e-10	0.250445077757532	0
AMPD3	Inf	4.28551683112524e-12	0.915063455793134	0
AMY2B	Inf	5.6515772887232e-05	0.0639959724123902	0
AMZ2	Inf	5.92883959280015e-15	0.33600292198904	0
AMZ2P2	Inf	0.00657399852753804	0.0240041456370633	0
ANAPC1	-0.765742497186183	1.61941857700785e-05	0.0480002101256563	0.279888874500557
ANAPC11	-0.127955577609486	2.47968095490167e-09	4.71980172058816	6.33693615880307
ANAPC13	0.0228014688233946	0.000122084848606984	1.24006108936134	1.17663459061657
ANAPC15	-0.261468429253113	4.99845039453443e-08	0.545296403613409	0.995637080477946
ANAPC16	Inf	4.25024894363292e-67	1.37597858994833	0
ANAPC4	-0.296326049860767	0.0360690082179	0.384021306784504	0.759768652657254
ANAPC5	0.121454883457372	0.0266467854525073	3.00310245303538	2.27046737232748
ANAPC7	-0.609320452111009	4.86894229544804e-05	0.0960066890903308	0.390500815236836
ANG	Inf	0.00165582786188631	0.376439707460791	0
ANGEL2	-0.226056315345681	6.84844455952009e-06	0.84163736923785	1.41638502202252
ANK1	Inf	0.00254574605083031	0.0319993846204243	0
ANK3	Inf	2.06663144043191e-11	0.214577307298065	0
ANKDD1A	Inf	0.0025518798130051	0.464235208408473	0
ANKH	Inf	4.59275141846611e-27	0.472002505769765	0
ANKHD1	Inf	3.4504913351181e-07	0.0880047910148986	0
ANKIB1	-0.198268023802128	0.016957597685567	0.568063353658966	0.89673639662538
ANKLE2	Inf	8.77359639362561e-56	1.21601423454797	0
ANKMY2	Inf	2.41493863642553e-05	0.135995870330759	0
ANKRA2	Inf	5.06879469063392e-31	0.624021126473603	0
ANKRD1	Inf	0.0278399726326911	0.0400019974264176	0
ANKRD10	Inf	3.26733739898581e-31	0.520007001776871	0
ANKRD12	Inf	1.29171582976513e-155	10.4136819688035	0
ANKRD13A	-0.0693109008877207	4.88927751490339e-05	0.623153980481065	0.730981312476423
ANKRD13C	Inf	1.21298129943759e-15	0.890614804211086	0
ANKRD13D	Inf	5.42086897224596e-19	0.334340573179986	0
ANKRD17	Inf	1.44227328168434e-17	0.296005828570168	0
ANKRD20A5P	Inf	0.00161494625366253	0.0400019974264068	0
ANKRD26	Inf	1.92325784688303e-27	0.85993106486588	0
ANKRD27	0.825105438670935	0.000353201394503754	1.1262510470272	0.168472790383276
ANKRD28	Inf	4.95874540732384e-30	0.841703332648488	0
ANKRD36	Inf	1.43260389383603e-13	0.525596135930694	0
ANKRD36B	Inf	4.06978102410613e-09	1.16389045204983	0
ANKRD36BP1	-0.266045697785092	6.50496583081696e-05	1.30087677614422	2.40039027350934
ANKRD36BP2	-0.928963075299959	0.00290662751200498	0.00800093704807048	0.0679366188614688
ANKRD37	Inf	5.65570898234964e-06	0.193745948335716	0
ANKRD39	Inf	2.68980369406143e-05	0.07200094372099	0
ANKRD42	Inf	9.34827424402044e-15	0.273293892086859	0
ANKRD49	Inf	2.047310385313e-32	0.584004867945093	0
ANKRD50	Inf	6.07405841236304e-10	0.127999746057795	0
ANKRD52	Inf	0.000410808420341746	0.240385730843081	0
ANKRD54	0.668117620038937	3.1262660315931e-05	1.12625104702766	0.24183412719027
ANKRD9	Inf	0.00888292874675553	0.048000210125812	0
ANKS1A	-0.90213347636142	0.000239506585653722	0.0159998422354056	0.127717137650383
ANKZF1	Inf	3.42024286715346e-07	0.0960066890903118	0
ANO10	Inf	1.46292334735176e-26	0.911120717946787	0
ANO9	Inf	0.00657399852753804	0.0319993846204643	0
ANP32A	Inf	1.05497597153524e-50	1.07999006120378	0
ANP32AP1	Inf	1.88220402250499e-08	0.144021720130497	0
ANP32B	-0.216897692054299	9.70660765439084e-13	1.76461820994081	2.90769231526187
ANP32BP1	-0.353000586236856	0.00108188708712534	0.263993937879487	0.595106289848252
ANP32BP3	-0.892805517395951	0.000548331278698647	0.015999842235396	0.125003225029087
ANPEP	Inf	3.02818227748888e-41	1.2984226455441	0
ANTXR2	Inf	8.29268739672073e-33	1.02716338761598	0
ANXA1	12.9954751940686	2.15862437976399e-174	13.744	1.38879438649595e-12
ANXA11	Inf	5.22437715948173e-31	0.674705162391874	0
ANXA2	Inf	1.21360424100366e-116	6.15215977745949	0
ANXA2P2	Inf	2.75031829261206e-65	2.67205611180917	0
ANXA2P3	Inf	3.56752753426664e-18	0.415994594956244	0
ANXA2R	Inf	1.70489679328933e-06	0.162274130833451	0
ANXA4	Inf	4.79686078835912e-45	1.0399824703369	0
ANXA5	Inf	3.16082615316985e-154	12.4255362334382	0
ANXA6	Inf	9.35348868478265e-08	0.13599741403065	0
ANXA7	Inf	3.64163096545023e-40	1.69088859921205	0
AOAH	Inf	1.60145877129295e-60	1.11198812347291	0
AP1B1	Inf	6.95942561497073e-35	0.735991165766403	0
AP1G1	Inf	2.8265997499937e-31	0.631985011886661	0
AP1G2	Inf	0.000410808420341746	0.0480002101257614	0
AP1M1	Inf	4.77955697716245e-16	0.35411599380166	0
AP1S1	-0.205838797357708	0.00151175793770754	0.380635474549175	0.611431851300224
AP1S2	Inf	1.44006460907113e-125	6.61616727627631	0
AP2A1	Inf	2.321196603351e-12	0.216006881591626	0
AP2A2	Inf	3.10504609589762e-55	1.69601357317895	0
AP2B1	Inf	5.33114379584578e-35	1.00445304393743	0
AP2M1	-0.331859889429238	4.23469791286738e-15	1.58166063160706	3.39604310796594
AP2S1	-0.264949753083105	4.63536541244084e-11	6.05620719133076	11.146806897233
AP3D1	Inf	4.81585884393521e-36	0.831747932330519	0
AP3M1	Inf	0.00165915299569233	0.0880047910148949	0
AP3M2	Inf	0.0016311363933499	0.316663384357434	0
AP3S1	-0.152673414032064	0.0384693930723536	1.18397234167367	1.68273206779293
AP4B1	Inf	0.000707519744535993	0.316663384357443	0
AP4S1	Inf	0.000710379492635142	0.0400019974264127	0
AP5M1	Inf	3.51525576810856e-12	0.349987060873236	0
AP5S1	Inf	2.68980369406143e-05	0.874183505090757	0
AP5Z1	Inf	4.28551683112524e-12	0.557201873907791	0
APAF1	Inf	1.87195556830302e-22	0.807874194442941	0
APBA1	-1.06250010236297	1.36752413234482e-05	0.00800093704806967	0.0923934014145247
APBA2	-1.28289171502597	0.00609437538202779	0.015999842235396	0.306907439107422
APBA3	-0.745891200352242	3.42024286715346e-07	0.0400019974264123	0.222829598584401
APBB1IP	Inf	6.75507159254265e-30	0.688008099840593	0
APBB2	-Inf	0.00184796872555884	0	0.0869560585737636
APBB3	-0.343982743326877	0.043072761531145	0.0319993846203933	0.0706519852860565
APEH	-0.19420944384565	3.0233355582007e-10	0.930914729794184	1.45585910203039
APEX2	Inf	3.4504913351181e-07	0.0880047910148942	0
APH1A	Inf	8.99534085938973e-34	0.789902331127193	0
API5	-0.286641539038758	1.06289839339988e-10	0.583557135990849	1.12908054239386
APIP	Inf	9.79920753328839e-38	0.775997068682009	0
APLP2	-0.186547091833384	2.65013384207746e-06	3.80579421569066	5.84779841921376
APMAP	Inf	5.03026616087158e-47	1.2580719712891	0
APOBEC3A	-0.411037239587974	4.34717482518533e-09	1.31202800266467	3.38049535783512
APOBEC3C	Inf	6.22194785364101e-72	1.81341929410421	0
APOBEC3H	-0.754295826927426	0.0437504439216681	0.240385730843081	1.36522587728848
APOBR	Inf	0.000394021362484874	0.464214686159765	0
APOC1	-0.221660258726487	6.76785691577283e-12	9.11972812140518	15.192951449078
APOC1P1	0.178856945981345	0.00639767381861018	2.01415529443188	1.33424629740859
APOL1	0.129029310998412	1.08702770421349e-12	1.55807968886383	1.15760489656664
APOL2	Inf	3.65093097269431e-65	2.14324388360689	0
APOL3	Inf	6.93359098782401e-78	1.98485683303014	0
APOL4	Inf	6.25668241147266e-11	0.424602528569795	0
APOL6	Inf	9.81136763867361e-95	3.44360172143264	0
APOPT1	-0.342183440970088	9.16185561335889e-06	0.743971417967251	1.63583573825399
APPBP2	Inf	2.57625361048245e-12	0.909324595267501	0
APPL1	Inf	2.69202052686303e-43	1.04799219807648	0
APRT	-0.23919328511785	1.99034091659332e-11	1.95200389011697	3.38589872565321
APTX	Inf	2.75336522589524e-08	0.150098108293016	0
AQR	Inf	2.39262141952045e-12	1.21454793925073	0
ARAF	-0.260127981064967	2.38914077345386e-07	0.304551037949309	0.554355122589108
ARAP1	Inf	2.62534701045198e-14	0.7314890163633	0
ARAP2	Inf	7.71361143087615e-41	1.00387420147358	0
ARC	Inf	4.21023369848258e-06	0.430742835217441	0
ARCN1	-0.0544504042599753	2.28308486458911e-06	1.17225232853347	1.32883637666997
AREL1	Inf	3.57295961181742e-07	0.415729284141217	0
ARF1	-0.23502562908681	3.76840688167655e-12	3.01596505442796	5.18145742749496
ARF3	-0.418738605573363	2.90979568132673e-10	0.531005308634137	1.39263552173186
ARF4	-0.30727747117312	9.9648203152418e-09	1.12624100076269	2.28511891370501
ARF4-AS1	Inf	0.00657399852753804	0.0240041456370628	0
ARF4P1	0.645022363086816	0.000968147572777392	0.192000205081236	0.0434789782326207
ARF5	-0.146617223051469	0.000791766214957169	0.887978714487637	1.24457129061108
ARF6	0.161859799810693	2.43490383192753e-05	4.2799786772846	2.94836879166472
ARFGAP1	Inf	7.44537447375754e-25	0.838993681421585	0
ARFGAP3	Inf	1.3512497646056e-45	1.03200428306153	0
ARFGEF1	Inf	4.38600155230612e-24	0.392005713487683	0
ARFGEF2	Inf	1.8460558708081e-08	0.464223213722247	0
ARFIP1	Inf	4.20065013173039e-23	0.574920485271027	0
ARFIP2	Inf	4.07839856990088e-11	0.12799974605778	0
ARFRP1	Inf	2.06814906175776e-11	0.175987204940657	0
ARGLU1	Inf	1.60621758504384e-108	3.73595117735588	0
ARHGAP10	Inf	2.6677745854813e-60	3.1381207340368	0
ARHGAP11A	Inf	1.05040138048544e-11	0.512045841461116	0
ARHGAP11B	Inf	0.00165915299569233	0.0480002101257977	0
ARHGAP12	Inf	7.54305670361904e-09	0.175960962844577	0
ARHGAP15	Inf	3.29874771607696e-36	0.632012670580644	0
ARHGAP17	Inf	4.86730528908052e-24	0.743696011374667	0
ARHGAP18	Inf	1.52946404235279e-80	2.46398375142341	0
ARHGAP25	Inf	2.15263189406913e-25	0.684456190054193	0
ARHGAP26	Inf	2.88816814533917e-37	0.72799506710472	0
ARHGAP30	-0.446745279538893	4.22291479598086e-15	0.54399964674052	1.52175205609772
ARHGAP31	-0.199382217982804	0.00657399852753804	0.909177636158586	1.43890115913213
ARHGAP35	Inf	7.35266175235609e-13	0.175987204940657	0
ARHGAP45	0.0114402330589319	0.0081507535496657	0.951362216150873	0.926628526911826
ARHGAP5	0.0294329914902168	9.83698451871216e-05	1.18826302062592	1.1104003509429
ARHGDIA	-0.32034999695935	0.000139435602442229	0.999998870071933	2.09097820596368
ARHGDIB	-0.291590875402908	7.85532775123602e-56	7.75234097004441	15.1713330161298
ARHGEF1	Inf	9.34392470353672e-31	0.448012323573377	0
ARHGEF10L	Inf	3.67822254416694e-40	1.31394988422864	0
